Date,High,Low,Open,Close,Volume,Adj Close,volume_adi,volume_obv,volume_cmf,volume_fi,momentum_mfi,volume_em,volume_sma_em,volume_vpt,volume_nvi,volume_vwap,volatility_atr,volatility_bbm,volatility_bbh,volatility_bbl,volatility_bbw,volatility_bbp,volatility_bbhi,volatility_bbli,volatility_kcc,volatility_kch,volatility_kcl,volatility_kcw,volatility_kcp,volatility_kchi,volatility_kcli,volatility_dcl,volatility_dch,trend_macd,trend_macd_signal,trend_macd_diff,trend_sma_fast,trend_sma_slow,trend_ema_fast,trend_ema_slow,trend_adx,trend_adx_pos,trend_adx_neg,trend_vortex_ind_pos,trend_vortex_ind_neg,trend_vortex_ind_diff,trend_trix,trend_mass_index,trend_cci,trend_dpo,trend_kst,trend_kst_sig,trend_kst_diff,trend_ichimoku_conv,trend_ichimoku_base,trend_ichimoku_a,trend_ichimoku_b,trend_visual_ichimoku_a,trend_visual_ichimoku_b,trend_aroon_up,trend_aroon_down,trend_aroon_ind,trend_psar_up,trend_psar_down,trend_psar_up_indicator,trend_psar_down_indicator,momentum_rsi,momentum_tsi,momentum_uo,momentum_stoch,momentum_stoch_signal,momentum_wr,momentum_ao,momentum_kama,momentum_roc,others_dr,others_dlr,others_cr,nvi_ema
2015-10-05,28.25,26.329999923706055,26.989999771118164,28.149999618530273,31012900,28.149999618530273,27782377.388283513,31012900,0.8958329401082619,0.0,50.0,0.0,0.0,1135229.4174914076,1000.0,27.576666514078777,0.0,28.149999618530273,28.149999618530273,28.149999618530273,0.0,0.0,0.0,0.0,27.576666514078777,29.496666590372723,25.656666437784832,13.924816295789219,0.6493054900180434,0.0,0.0,6.8206042710923125,0.9479164700541309,0.0,0.0,0.0,28.149999618530273,28.149999618530273,28.149999618530273,28.149999618530273,0.0,0.0,0.0,0.0,0.0,0.0,4.395346502916739,1.0,0.0,-0.9564440492599715,35.1717173145533,35.1717173145533,0.0,27.289999961853027,27.289999961853027,27.289999961853027,27.289999961853027,27.186424561341603,27.261384873920015,4.0,4.0,0.0,-1.0,-1.0,0.0,0.0,100.0,0.0,0.0,94.7916470054131,94.7916470054131,-5.208352994586905,0.0,28.149999618530273,0.0,3.5171717314553375,0.0,0.0,
2015-10-06,28.399999618530273,26.75,28.15999984741211,27.6200008392334,31294500,27.6200008392334,29489389.579712003,-281600,0.4732887197943102,-16586046.798706055,100.0,1.5026590599343865,1.5026590599343865,501574.57096422836,1000.0,27.583363464205462,0.0,27.885000228881836,28.41499900817871,27.35500144958496,3.8013180917813285,0.25,0.0,0.0,27.583333333333336,29.368333180745445,25.798333485921226,12.942597080933723,0.510271010934041,0.0,0.0,7.423344729544669,0.6231889399562877,-0.042279104901172815,-0.008455820980234563,-0.03382328392093825,27.885000228881836,27.885000228881836,28.068461344792293,28.110740449693466,0.0,0.0,0.0,0.5798318968557061,0.42016810314429387,0.15966379371141226,-0.00367727843638335,1.9773726838832082,66.66666666664891,-0.691444659611534,25.426783851424396,30.299250582988847,-4.872466731564451,27.364999771118164,27.364999771118164,27.364999771118164,27.364999771118164,27.186424561341603,27.261384873920015,4.0,8.0,-4.0,-1.0,-1.0,0.0,0.0,0.0,-100.0,24.36977349030938,62.31889399562876,78.55527050052093,-37.68110600437124,0.0,27.9552909597812,0.0,-1.8827665594282728,-1.9007162668242206,-1.8827665594282728,
2015-10-07,29.950000762939453,28.010000228881836,28.350000381469727,29.829999923706055,34460700,29.829999923706055,59686881.55685529,34179100,0.6168032808007524,-3336880.76313564,100.0,7.909595807524525,4.706127433729455,2168151.461790473,1000.0,28.181628266197297,0.0,28.53333346048991,30.417465525313496,26.649201395666324,13.206533105797416,0.8441017982297205,0.0,0.0,28.143333435058594,29.980000178019207,26.30666669209798,13.05223311374088,0.959165086728973,0.0,0.0,12.686918772550747,0.9668506045819562,0.10137427668576748,0.013510198552965848,0.08786407813280164,28.53333346048991,28.53333346048991,28.339467280009796,28.23809300332403,0.0,0.0,0.0,0.893220474322075,0.3203389003132255,0.5728815740088495,0.005680939226399425,2.9654369175536566,100.0,-1.339777891219608,49.26821311787578,36.62223809461782,12.64597502325796,28.140000343322754,28.140000343322754,28.140000343322754,28.140000343322754,27.186424561341603,27.261384873920015,12.0,8.0,4.0,26.329999923706055,-1.0,1.0,0.0,81.78696971835957,-91.14404331903705,52.2033919126473,96.68506045819562,84.59853381974584,-3.314939541804383,0.0,28.30270004238901,0.0,8.001444668073354,7.697441760289747,5.968029584163426,
2015-10-08,31.5,29.030000686645508,29.56999969482422,30.31999969482422,36431800,30.31999969482422,61309331.70345863,70610900,0.46028061359999994,-309958.70248444425,100.0,8.712028339990166,6.041427735816359,3355797.4802460195,1000.0,28.756470314107467,0.0,28.980000019073486,31.228687948279102,26.73131208986787,15.518895291412138,0.7979514539005215,0.0,0.0,28.678333441416424,30.673333326975502,26.68333355585734,13.912941556624478,0.9114451998947697,0.0,0.0,17.83988983054264,0.7717600990788281,0.25185626079110435,0.06117941100059355,0.1906768497905108,28.980000019073486,28.980000019073486,28.64416457459663,28.392308313805525,0.0,0.0,0.0,1.046595142982802,0.33572279862999027,0.7108723443528118,0.026757384164343867,4.005017752560581,97.71688649317153,-1.7864444498031844,65.69366941562917,43.890095924870664,21.80357349075851,28.914999961853027,28.914999961853027,28.914999961853027,28.914999961853027,27.186424561341603,27.261384873920015,16.0,8.0,8.0,26.47479995727539,-1.0,0.0,0.0,84.76262569778093,-82.71111047390491,52.210268692360806,77.17600990788281,78.72665478723574,-22.82399009211719,0.0,28.6724431581663,0.0,1.6426408728508202,1.6292954739974164,7.708703750267554,
2015-10-09,31.40999984741211,30.280000686645508,30.899999618530273,30.850000381469727,27453600,30.850000381469727,61552289.65702394,98064500,0.3831369354357293,1812953.5194263496,100.0,2.3872986676885173,5.1278954687843985,1078338.9870318728,1017.4802339043554,29.113657819905928,0.0,29.354000091552734,31.860650204710883,26.847349978394586,17.07876340764537,0.7984062837617512,0.0,0.0,29.11200014750163,30.93399988810221,27.290000406901044,12.517173202590454,0.9769485404523726,0.0,0.0,17.612591333954953,0.8742747371492849,0.40916435142323593,0.13077639908512204,0.27838795233811386,29.354000091552734,29.354000091552734,28.983523929500183,28.574359578076947,0.0,0.0,0.0,1.1726317501332635,0.4242104829909642,0.7484212671422993,0.05838862219543431,4.963974618678887,94.56316272144437,-2.1604445222824324,79.44693060747868,51.00146286139227,28.445467746086408,28.914999961853027,28.914999961853027,28.914999961853027,28.914999961853027,27.186424561341603,27.261384873920015,20.0,8.0,12.0,26.776311959838868,-1.0,0.0,0.0,87.1988380507724,-74.46919343939042,51.99999598452839,87.4274737149285,87.09618136033566,-12.572526285071511,0.0,29.045544456988754,0.0,1.748023390435538,1.7329212007697326,9.591477085357148,
2015-10-12,30.770000457763672,28.600000381469727,30.299999237060547,28.75,30619500,28.75,35165889.34191589,67445000,0.18385182091521485,-7631891.509122026,80.95053433242481,-8.22090418649959,2.4581355377276006,-1604414.5657284865,1017.4802339043554,29.155227424340566,0.0,29.253333409627277,31.585447173682127,26.921219645572428,15.944259967907454,0.39208643733740267,0.0,0.0,29.155555725097656,31.03555552164713,27.275555928548176,12.896339992800323,0.392139423141959,0.0,0.0,17.67319985008101,0.46808511423247295,0.360227191414662,0.17666655755103006,0.18356063386363192,29.253333409627277,29.253333409627277,28.94759717111554,28.587369979700878,0.0,0.0,0.0,0.9897873232881786,0.5821276047284722,0.4076597185597064,0.08101925671364577,5.960150445664733,13.851595621644693,-2.0597778403569755,75.74507258199807,55.12539781482658,20.619674767171496,28.914999961853027,28.914999961853027,28.914999961853027,28.914999961853027,27.186424561341603,27.261384873920015,20.0,8.0,12.0,27.059733242248537,-1.0,0.0,0.0,51.83517718317953,-69.32436075644917,43.31914103392597,46.808511423247296,70.47066501535289,-53.191488576752704,0.3633333841959647,28.985871124040013,0.0,-6.807132432747409,-7.049899547334437,2.1314401051528487,
2015-10-13,30.68000030517578,28.84000015258789,29.549999237060547,29.059999465942383,45783200,29.059999465942383,330810.7852811143,113228200,0.0013954951833409727,-4514083.072228409,85.19072836162053,0.3014198668767457,2.098682925919125,-1590648.4352752403,1017.4802339043554,29.226964320295775,0.0,29.22571427481515,31.389067519897885,27.062361029732415,14.804450797953464,0.4616995492415688,0.0,0.0,29.208571570260183,31.082857131958004,27.334286008562362,12.833805016375372,0.4603656701641514,0.0,0.0,17.68990152876818,0.528046325328741,0.34251026058380774,0.20983529815758561,0.13267496242622212,29.22571427481515,29.22571427481515,28.96488983185813,28.622379571274323,0.0,0.0,0.0,1.0021930329063689,0.6410818404633742,0.3611111924429946,0.09862163328678193,6.952538100368561,22.834247171013324,-2.0321587055448482,74.72942257838697,57.92597278104949,16.803449797337485,28.914999961853027,28.914999961853027,28.914999961853027,28.914999961853027,27.186424561341603,27.261384873920015,20.0,8.0,12.0,27.326149247713627,-1.0,0.0,0.0,54.75239193188651,-64.5942323599414,39.47367210247148,52.804632532874095,62.34687255701666,-47.195367467125905,0.7070001329694477,28.99967704350728,0.0,1.0782590119735147,1.07248725210205,3.232681562144979,
2015-10-14,29.81999969482422,28.3799991607666,29.459999084472656,29.3799991607666,27554400,29.3799991607666,11046396.591963453,140782600,0.0417458582232286,-2609585.5489008576,75.2268203922543,-3.4491823666743175,1.3061307412629188,797081.9807650531,1028.684410446776,29.2234621934478,0.0,29.244999885559082,31.271203053808307,27.218796717309857,13.856749366921667,0.5333133610002614,0.0,0.0,29.206666707992554,31.026666641235348,27.386666774749756,12.462907537098328,0.547618807453804,0.0,0.0,17.678235925885044,0.5899418166444019,0.3502532646700125,0.237918891460071,0.1123343732099415,29.244999885559082,29.244999885559082,29.028752805536357,28.678499540866344,0.0,0.0,0.0,0.9715608243682475,0.7321428886797084,0.23941793568853909,0.11410665517889958,7.908606234113514,-1.0907184181452778,-2.05144431628878,75.43862041369044,60.11505373512961,15.323566678560837,28.914999961853027,28.914999961853027,28.914999961853027,28.914999961853027,27.186424561341603,27.261384873920015,20.0,8.0,12.0,27.57658029285081,-1.0,0.0,0.0,57.60674996881326,-60.0866749761436,45.84620456241331,58.9941816644402,52.86910854018722,-41.0058183355598,0.7435000181198106,29.08408911149428,0.0,1.1011689631971633,1.0951502416565617,4.369447811383487,
2015-10-15,30.280000686645508,29.010000228881836,29.459999084472656,29.709999084472656,15838900,29.709999084472656,12667666.47779291,156621500,0.045169153369119606,-1490096.7859739023,76.81111647771894,4.369947139898383,1.689107791092352,481325.0597091295,1040.2387258539172,29.248492979136014,0.0,29.296666463216145,31.22921778733731,27.36411513909498,13.19297761434808,0.6069396233097396,0.0,0.0,29.2577778145119,31.01666669492368,27.498888934100115,12.023393516505344,0.6285531095787267,0.0,0.0,17.647059206497826,0.653771588179456,0.37865301090589654,0.2660657153492361,0.11258729555666042,29.296666463216145,29.296666463216145,29.133559925372708,28.75490691446681,0.0,0.0,0.0,1.0122026095416312,0.7248321905533289,0.2873704189883023,0.1295464978531674,8.827122478000188,35.937488649508715,-2.1031108939458427,77.33857709737799,62.0287785531572,15.30979854422079,28.914999961853027,28.914999961853027,28.914999961853027,28.914999961853027,27.186424561341603,27.261384873920015,20.0,8.0,12.0,27.811985475279762,-1.0,0.0,0.0,60.382311823052355,-55.68219288086982,46.334411385929364,65.3771588179456,59.058657671753316,-34.622841182054394,0.5686666700575103,29.207956028290205,0.0,1.1232128425201937,1.1169516478109376,5.54173885286835,
2015-10-16,31.399999618530273,29.360000610351562,30.079999923706055,31.149999618530273,44564000,31.149999618530273,46309112.14778217,201185500,0.14248365728741166,7890229.011985747,80.44481176747365,3.3645960206293757,1.875273149929799,2337856.9580131946,1040.2387258539172,29.438831441829024,1.8429998397827148,29.481999778747557,31.62625324342411,27.337746314071005,14.546187373776878,0.8889465185111229,0.0,0.0,29.395666694641115,31.182666587829583,27.608666801452635,12.158253879741041,0.9908598289726186,0.0,0.0,17.536124126901324,0.9323016680261598,0.5114602277858395,0.31514461783655684,0.1963156099492827,29.481999778747557,29.481999778747557,29.443781416627722,28.932321188841883,0.0,0.0,0.0,1.0298427125459775,0.6945198236463024,0.3353228888996751,0.15395173675485738,9.792108320050925,103.89282995299894,-2.2884442094772552,84.15391667514346,67.47124514877834,16.682671526365127,29.125,28.914999961853027,29.019999980926514,28.914999961853027,27.186424561341603,27.261384873920015,40.0,8.0,32.0,28.033266346762975,-1.0,0.0,0.0,69.70364572628003,-48.45726324813126,47.16919893613563,93.23016680261598,72.53383576166728,-6.769833197384018,0.3614999771118157,29.549544801197293,0.0,4.846854858404237,4.733057432818821,10.6571937501029,
