Date,Date,Close,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal
2015-10-05,10/5/15,28.15,,28.15,28.15,0.0,0.0,0.0
2015-10-06,10/6/15,27.62,-0.01882770870337469,27.796666666666667,27.875819475238945,0.0,-1.0,-1.0
2015-10-07,10/7/15,29.83,0.08001448225923236,28.958571428571425,28.572849004247402,1.0,0.0,1.0
2015-10-08,10/8/15,30.32,0.016426416359369922,29.684666666666665,29.056043214199875,1.0,0.0,1.0
2015-10-09,10/9/15,30.85,0.017480211081794206,30.286129032258064,29.466212899056234,1.0,0.0,1.0
2015-10-12,10/12/15,28.75,-0.06807131280388978,29.505873015873014,29.32524833523001,1.0,0.0,1.0
2015-10-13,10/13/15,29.06,0.010782608695652174,29.281181102362204,29.27904229129015,1.0,0.0,1.0
2015-10-14,10/14/15,29.38,0.0110116999311769,29.33078431372549,29.294925816884824,1.0,0.0,1.0
2015-10-15,10/15/15,29.71,0.011232130701157361,29.520763209393348,29.35481696459857,1.0,0.0,1.0
2015-10-16,10/16/15,31.15,0.04846852911477617,30.33617790811339,29.595253039647986,1.0,0.0,1.0
2015-10-19,10/19/15,30.91,-0.007704654895666074,30.62322911577919,29.760290327816183,1.0,0.0,1.0
2015-10-20,10/20/15,30.91,0.0,30.76664957264957,29.896626873473398,1.0,0.0,1.0
2015-10-21,10/21/15,29.3,-0.05208670333225496,30.03323525821023,29.829349420312997,1.0,0.0,1.0
2015-10-22,10/22/15,29.15,-0.005119453924914752,29.591590673258864,29.756098521858693,0.0,-1.0,-1.0
2015-10-23,10/23/15,30.28,0.03876500857632936,29.935805841242715,29.810370776071252,1.0,0.0,1.0
2015-10-26,10/26/15,30.89,0.020145310435931263,30.41291020065614,29.91826072607934,1.0,0.0,1.0
2015-10-27,10/27/15,31.34,0.014567821301392003,30.876458636921974,30.055804376167806,1.0,0.0,1.0
2015-10-28,10/28/15,30.87,-0.014996809189534055,30.87322930614207,30.132294698161513,1.0,0.0,1.0
2015-10-29,10/29/15,29.06,-0.058632977000323994,29.966612923837516,30.034203423858653,0.0,-1.0,-1.0
2015-10-30,10/30/15,28.46,-0.020646937370956575,29.21330574350905,29.893643831847548,0.0,-1.0,-1.0
2015-11-02,11/2/15,29.2,0.026001405481377304,29.206652868582186,29.833061175132173,0.0,-1.0,-1.0
2015-11-03,11/3/15,29.13,-0.002397260273972579,29.168326425153356,29.772882022706167,0.0,-1.0,-1.0
2015-11-04,11/4/15,29.36,0.007895640233436252,29.264163224001315,29.738187338751565,0.0,-1.0,-1.0
2015-11-05,11/5/15,28.66,-0.023841961852861027,28.96208159399519,29.649106740866316,0.0,-1.0,-1.0
2015-11-06,11/6/15,28.28,-0.013258897418004123,28.621040786833788,29.537733578592142,0.0,-1.0,-1.0
2015-11-09,11/9/15,27.09,-0.04207920792079212,27.855520382009754,29.341439780968994,0.0,-1.0,-1.0
2015-11-10,11/10/15,27.05,-0.0014765596160944972,27.45276018800408,29.160078704207272,0.0,-1.0,-1.0
2015-11-11,11/11/15,26.5,-0.020332717190388205,26.976380092227387,28.952074418507976,0.0,-1.0,-1.0
2015-11-12,11/12/15,26.13,-0.013962264150943482,26.55319004532544,28.733853053549932,0.0,-1.0,-1.0
2015-11-13,11/13/15,25.18,-0.03635667814772292,25.86659502202328,28.461863444962482,0.0,-1.0,-1.0
2015-11-16,11/16/15,25.41,0.009134233518665713,25.63829751090533,28.230506298506235,0.0,-1.0,-1.0
2015-11-17,11/17/15,25.23,-0.00708382526564344,25.434148755405133,28.005035950513893,0.0,-1.0,-1.0
2015-11-18,11/18/15,25.9,0.02655568767340455,25.667074377729683,27.848137886656527,0.0,-1.0,-1.0
2015-11-19,11/19/15,26.32,0.016216216216216273,25.993537188883842,27.735094174681613,0.0,-1.0,-1.0
2015-11-20,11/20/15,26.27,-0.0018996960486322712,26.13176859444594,27.627468330121403,0.0,-1.0,-1.0
2015-11-23,11/23/15,25.2,-0.04073087171678724,25.66588429721619,27.450296838899618,0.0,-1.0,-1.0
2015-11-24,11/24/15,25.52,0.012698412698412653,25.592942148607563,27.310254892939913,0.0,-1.0,-1.0
2015-11-25,11/25/15,26.06,0.021159874608150497,25.826471074304628,27.220053150899528,0.0,-1.0,-1.0
2015-11-27,11/27/15,25.75,-0.011895625479662275,25.788235537152246,27.11454021640532,0.0,-1.0,-1.0
2015-11-30,11/30/15,25.4,-0.013592233009708798,25.594117768575945,26.992068078610654,0.0,-1.0,-1.0
2015-12-01,12/1/15,25.53,0.005118110236220552,25.562058884287957,26.888094584447867,0.0,-1.0,-1.0
2015-12-02,12/2/15,25.4,-0.0050920485703095375,25.48102944214396,26.78270728078142,0.0,-1.0,-1.0
2015-12-03,12/3/15,25.9,0.019685039370078705,25.690514721072002,26.72043364549564,0.0,-1.0,-1.0
2015-12-04,12/4/15,25.02,-0.03397683397683393,25.355257360535983,26.600898785951426,0.0,-1.0,-1.0
2015-12-07,12/7/15,24.46,-0.022382094324540303,24.90762868026798,26.450900132259108,0.0,-1.0,-1.0
2015-12-08,12/8/15,24.99,0.021668029435813363,24.948814340133993,26.348860453118263,0.0,-1.0,-1.0
2015-12-09,12/9/15,24.31,-0.027210884353741527,24.629407170066994,26.206860881027886,0.0,-1.0,-1.0
2015-12-10,12/10/15,25.91,0.06581653640477181,25.2697035850335,26.1862408005026,0.0,-1.0,-1.0
2015-12-11,12/11/15,24.84,-0.04129679660362795,25.054851792516754,26.09296293320912,0.0,-1.0,-1.0
2015-12-14,12/14/15,24.92,0.0032206119162641045,24.987425896258376,26.011879249415337,0.0,-1.0,-1.0
2015-12-15,12/15/15,23.95,-0.03892455858748001,24.468712948129188,25.869654476605746,0.0,-1.0,-1.0
2015-12-16,12/16/15,24.3,0.014613778705636848,24.384356474064596,25.76159981683246,0.0,-1.0,-1.0
2015-12-17,12/17/15,23.31,-0.040740740740740855,23.8471782370323,25.593147710300215,0.0,-1.0,-1.0
2015-12-18,12/18/15,22.99,-0.013728013728013688,23.418589118516145,25.414593995178254,0.0,-1.0,-1.0
2015-12-21,12/21/15,22.14,-0.03697259678120912,22.779294559258073,25.190349071828788,0.0,-1.0,-1.0
2015-12-22,12/22/15,22.56,0.01897018970189701,22.669647279629036,25.010494342363234,0.0,-1.0,-1.0
2015-12-23,12/23/15,22.67,0.004875886524822848,22.669823639814517,24.85068422968929,0.0,-1.0,-1.0
2015-12-24,12/24/15,22.97,0.013233348037053227,22.819911819907258,24.722438628094537,0.0,-1.0,-1.0
2015-12-28,12/28/15,22.53,-0.019155420113191046,22.67495590995363,24.573116962580656,0.0,-1.0,-1.0
2015-12-29,12/29/15,22.47,-0.0026631158455393544,22.572477954976815,24.430041964300305,0.0,-1.0,-1.0
2015-12-30,12/30/15,22.23,-0.010680907877169465,22.401238977488408,24.280532084672416,0.0,-1.0,-1.0
2015-12-31,12/31/15,23.14,0.040935672514619936,22.770619488744202,24.203100815483598,0.0,-1.0,-1.0
2016-01-04,1/4/16,22.56,-0.025064822817631893,22.665309744372102,24.09165283347891,0.0,-1.0,-1.0
2016-01-05,1/5/16,21.92,-0.028368794326240954,22.292654872186052,23.944480999275005,0.0,-1.0,-1.0
2016-01-06,1/6/16,21.39,-0.024178832116788396,21.841327436093025,23.771503903619237,0.0,-1.0,-1.0
2016-01-07,1/7/16,20.26,-0.05282842449742864,21.050663718046515,23.533899611178366,0.0,-1.0,-1.0
2016-01-08,1/8/16,19.98,-0.013820335636722691,20.515331859023256,23.293594253033174,0.0,-1.0,-1.0
2016-01-11,1/11/16,19.65,-0.016516516516516644,20.082665929511627,23.04738410529377,0.0,-1.0,-1.0
2016-01-12,1/12/16,19.62,-0.0015267175572517555,19.851332964755812,22.815924379346104,0.0,-1.0,-1.0
2016-01-13,1/13/16,18.68,-0.04791029561671767,19.265666482377906,22.536773026487097,0.0,-1.0,-1.0
2016-01-14,1/14/16,19.0,0.017130620985010614,19.132833241188955,22.298186785775012,0.0,-1.0,-1.0
2016-01-15,1/15/16,17.94,-0.0557894736842105,18.53641662059448,22.004333506455986,0.0,-1.0,-1.0
2016-01-19,1/19/16,16.69,-0.06967670011148275,17.61320831029724,21.646175719862025,0.0,-1.0,-1.0
2016-01-20,1/20/16,17.38,0.04134212103055712,17.496604155148617,21.358781097487608,0.0,-1.0,-1.0
2016-01-21,1/21/16,17.83,0.02589182968929804,17.663302077574308,21.121156480916195,0.0,-1.0,-1.0
2016-01-22,1/22/16,17.84,0.000560852495793629,17.751651038787152,20.90028882278439,0.0,-1.0,-1.0
2016-01-25,1/25/16,17.02,-0.04596412556053808,17.385825519393578,20.639181783377282,0.0,-1.0,-1.0
2016-01-26,1/26/16,17.01,-0.000587544065804857,17.19791275969679,20.39505089574952,0.0,-1.0,-1.0
2016-01-27,1/27/16,16.78,-0.013521457965902428,16.988956379848396,20.15194395663971,0.0,-1.0,-1.0
2016-01-28,1/28/16,16.49,-0.01728247914183567,16.7394781899242,19.905752840656874,0.0,-1.0,-1.0
2016-01-29,1/29/16,16.8,0.018799272286234237,16.769739094962098,19.697009063772445,0.0,-1.0,-1.0
2016-02-01,2/1/16,17.91,0.06607142857142856,17.33986954748105,19.576930073485016,0.0,-1.0,-1.0
2016-02-02,2/2/16,16.08,-0.10217755443886112,16.709934773740525,19.34200574543837,0.0,-1.0,-1.0
2016-02-03,2/3/16,16.56,0.029850746268656803,16.63496738687026,19.15514997833084,0.0,-1.0,-1.0
2016-02-04,2/4/16,16.91,0.021135265700483075,16.77248369343513,19.004382560639293,0.0,-1.0,-1.0
2016-02-05,2/5/16,15.72,-0.07037256061502062,16.246241846717567,18.78386898628391,0.0,-1.0,-1.0
2016-02-08,2/8/16,14.9,-0.05216284987277353,15.573120923358783,18.523150981989097,0.0,-1.0,-1.0
2016-02-09,2/9/16,14.4,-0.03355704697986572,14.986560461679392,18.2464150239164,0.0,-1.0,-1.0
2016-02-10,2/10/16,14.98,0.04027777777777786,14.983280230839696,18.02721412647322,0.0,-1.0,-1.0
2016-02-11,2/11/16,14.31,-0.04472630173564751,14.64664011541985,17.777796272359872,0.0,-1.0,-1.0
2016-02-12,2/12/16,15.88,0.10971348707197759,15.263320057709926,17.65047451105421,0.0,-1.0,-1.0
2016-02-16,2/16/16,16.36,0.030226700251889005,15.811660028854963,17.563908105204472,0.0,-1.0,-1.0
2016-02-17,2/17/16,17.46,0.0672371638141811,16.635830014427484,17.556938633661893,0.0,-1.0,-1.0
2016-02-18,2/18/16,18.43,0.05555555555555558,17.53291500721374,17.615491611216925,0.0,-1.0,-1.0
2016-02-19,2/19/16,18.31,-0.006511123168746691,17.92145750360687,17.6620650814926,1.0,0.0,1.0
2016-02-22,2/22/16,18.3,-0.0005461496450026582,18.110728751803435,17.704840794590794,1.0,0.0,1.0
2016-02-23,2/23/16,18.3,0.0,18.205364375901716,17.744744802304513,1.0,0.0,1.0
2016-02-24,2/24/16,18.0,-0.016393442622950838,18.102682187950858,17.761857676095474,1.0,0.0,1.0
2016-02-25,2/25/16,17.59,-0.022777777777777786,17.84634109397543,17.75033682330189,1.0,0.0,1.0
2016-02-26,2/26/16,17.94,0.019897669130187756,17.893170546987715,17.763050414477373,1.0,0.0,1.0
