Date,Date,Close,daily_return,fast_close,slow_close,crossover_long,crossover_short,crossover_signal,fast_vol,slow_vol,vol_trend_long,vol_trend_short,vol_trend_signal
2015-12-09,12/9/15,24.31,-0.027210884353741527,24.629407170066994,26.206860881027886,0.0,-1.0,-1.0,0.026790371038049265,0.023104687409093,0.0,-1.0,-1.0
2015-12-10,12/10/15,25.91,0.06581653640477181,25.2697035850335,26.1862408005026,0.0,-1.0,-1.0,0.051617229729616944,0.02894771015284471,0.0,-1.0,-1.0
2015-12-11,12/11/15,24.84,-0.04129679660362795,25.054851792516754,26.09296293320912,0.0,-1.0,-1.0,0.05533107944363284,0.029860704443557515,0.0,-1.0,-1.0
2015-12-14,12/14/15,24.92,0.0032206119162641045,24.987425896258376,26.011879249415337,0.0,-1.0,-1.0,0.03965608458613187,0.028854055174719565,0.0,-1.0,-1.0
2015-12-15,12/15/15,23.95,-0.03892455858748001,24.468712948129188,25.869654476605746,0.0,-1.0,-1.0,0.03599864180777913,0.029358417493651652,0.0,-1.0,-1.0
2015-12-16,12/16/15,24.3,0.014613778705636848,24.384356474064596,25.76159981683246,0.0,-1.0,-1.0,0.033318547791135085,0.028789559841428124,0.0,-1.0,-1.0
2015-12-17,12/17/15,23.31,-0.040740740740740855,23.8471782370323,25.593147710300215,0.0,-1.0,-1.0,0.03302898719762095,0.02935520500404711,0.0,-1.0,-1.0
2015-12-18,12/18/15,22.99,-0.013728013728013688,23.418589118516145,25.414593995178254,0.0,-1.0,-1.0,0.023877484006795634,0.028388264394465314,1.0,0.0,1.0
2015-12-21,12/21/15,22.14,-0.03697259678120912,22.779294559258073,25.190349071828788,0.0,-1.0,-1.0,0.02057041872266129,0.028463226969440574,1.0,0.0,1.0
2015-12-22,12/22/15,22.56,0.01897018970189701,22.669647279629036,25.010494342363234,0.0,-1.0,-1.0,0.031892639511684556,0.028399016750276857,0.0,-1.0,-1.0
2015-12-23,12/23/15,22.67,0.004875886524822848,22.669823639814517,24.85068422968929,0.0,-1.0,-1.0,0.02322686642393649,0.027582305468404893,1.0,0.0,1.0
2015-12-24,12/24/15,22.97,0.013233348037053227,22.819911819907258,24.722438628094537,0.0,-1.0,-1.0,0.018224232187905958,0.027091358103089602,1.0,0.0,1.0
2015-12-28,12/28/15,22.53,-0.019155420113191046,22.67495590995363,24.573116962580656,0.0,-1.0,-1.0,0.020454672174892934,0.026402625086069456,1.0,0.0,1.0
2015-12-29,12/29/15,22.47,-0.0026631158455393544,22.572477954976815,24.430041964300305,0.0,-1.0,-1.0,0.01462358465059961,0.02550032708795464,1.0,0.0,1.0
2015-12-30,12/30/15,22.23,-0.010680907877169465,22.401238977488408,24.280532084672416,0.0,-1.0,-1.0,0.011027431682625058,0.024649606085809107,1.0,0.0,1.0
2015-12-31,12/31/15,23.14,0.040935672514619936,22.770619488744202,24.203100815483598,0.0,-1.0,-1.0,0.030699652756883872,0.026669504106133477,0.0,-1.0,-1.0
2016-01-04,1/4/16,22.56,-0.025064822817631893,22.665309744372102,24.09165283347891,0.0,-1.0,-1.0,0.033542244929822856,0.026368397683482904,0.0,-1.0,-1.0
2016-01-05,1/5/16,21.92,-0.028368794326240954,22.292654872186052,23.944480999275005,0.0,-1.0,-1.0,0.0279612650047963,0.026189050713660292,0.0,-1.0,-1.0
2016-01-06,1/6/16,21.39,-0.024178832116788396,21.841327436093025,23.771503903619237,0.0,-1.0,-1.0,0.020355012420000422,0.025710142110377233,1.0,0.0,1.0
2016-01-07,1/7/16,20.26,-0.05282842449742864,21.050663718046515,23.533899611178366,0.0,-1.0,-1.0,0.024611012514768237,0.02742863585762384,1.0,0.0,1.0
2016-01-08,1/8/16,19.98,-0.013820335636722691,20.515331859023256,23.293594253033174,0.0,-1.0,-1.0,0.02227602247048222,0.026498882101102225,1.0,0.0,1.0
2016-01-11,1/11/16,19.65,-0.016516516516516644,20.082665929511627,23.04738410529377,0.0,-1.0,-1.0,0.01661986222101565,0.025632092442702113,1.0,0.0,1.0
2016-01-12,1/12/16,19.62,-0.0015267175572517555,19.851332964755812,22.815924379346104,0.0,-1.0,-1.0,0.016675270525271173,0.024867299049918783,1.0,0.0,1.0
2016-01-13,1/13/16,18.68,-0.04791029561671767,19.265666482377906,22.536773026487097,0.0,-1.0,-1.0,0.02539257777885717,0.02586204995455039,1.0,0.0,1.0
2016-01-14,1/14/16,19.0,0.017130620985010614,19.132833241188955,22.298186785775012,0.0,-1.0,-1.0,0.03375623033479451,0.026121471689918532,0.0,-1.0,-1.0
2016-01-15,1/15/16,17.94,-0.0557894736842105,18.53641662059448,22.004333506455986,0.0,-1.0,-1.0,0.0386210230475101,0.027713961492897066,0.0,-1.0,-1.0
2016-01-19,1/19/16,16.69,-0.06967670011148275,17.61320831029724,21.646175719862025,0.0,-1.0,-1.0,0.036149338684356394,0.030319192755679267,0.0,-1.0,-1.0
2016-01-20,1/20/16,17.38,0.04134212103055712,17.496604155148617,21.358781097487608,0.0,-1.0,-1.0,0.06168750397984882,0.03292083882461623,0.0,-1.0,-1.0
2016-01-21,1/21/16,17.83,0.02589182968929804,17.663302077574308,21.121156480916195,0.0,-1.0,-1.0,0.04742362142579172,0.03335504554391617,0.0,-1.0,-1.0
2016-01-22,1/22/16,17.84,0.000560852495793629,17.751651038787152,20.90028882278439,0.0,-1.0,-1.0,0.03410319249207777,0.03234644762757527,0.0,-1.0,-1.0
2016-01-25,1/25/16,17.02,-0.04596412556053808,17.385825519393578,20.639181783377282,0.0,-1.0,-1.0,0.039745494667523806,0.032542292151392094,0.0,-1.0,-1.0
2016-01-26,1/26/16,17.01,-0.000587544065804857,17.19791275969679,20.39505089574952,0.0,-1.0,-1.0,0.030555183882193672,0.031577334233695194,1.0,0.0,1.0
2016-01-27,1/27/16,16.78,-0.013521457965902428,16.988956379848396,20.15194395663971,0.0,-1.0,-1.0,0.021691383741920638,0.03049953247064442,1.0,0.0,1.0
2016-01-28,1/28/16,16.49,-0.01728247914183567,16.7394781899242,19.905752840656874,0.0,-1.0,-1.0,0.01568194013103123,0.029487507751471985,1.0,0.0,1.0
2016-01-29,1/29/16,16.8,0.018799272286234237,16.769739094962098,19.697009063772445,0.0,-1.0,-1.0,0.023274003373361038,0.02956044267880179,1.0,0.0,1.0
2016-02-01,2/1/16,17.91,0.06607142857142856,17.33986954748105,19.576930073485016,0.0,-1.0,-1.0,0.042495526351759884,0.03453865419447485,0.0,-1.0,-1.0
2016-02-02,2/2/16,16.08,-0.10217755443886112,16.709934773740525,19.34200574543837,0.0,-1.0,-1.0,0.0886870168327336,0.041535414338783744,0.0,-1.0,-1.0
2016-02-03,2/3/16,16.56,0.029850746268656803,16.63496738687026,19.15514997833084,0.0,-1.0,-1.0,0.07391777634928008,0.04148243899697336,0.0,-1.0,-1.0
2016-02-04,2/4/16,16.91,0.021135265700483075,16.77248369343513,19.004382560639293,0.0,-1.0,-1.0,0.054169632504947655,0.0407847925526849,0.0,-1.0,-1.0
2016-02-05,2/5/16,15.72,-0.07037256061502062,16.246241846717567,18.78386898628391,0.0,-1.0,-1.0,0.06213398142900749,0.042591066619674614,0.0,-1.0,-1.0
2016-02-08,2/8/16,14.9,-0.05216284987277353,15.573120923358783,18.523150981989097,0.0,-1.0,-1.0,0.04590731450166862,0.04244734281243948,0.0,-1.0,-1.0
2016-02-09,2/9/16,14.4,-0.03355704697986572,14.986560461679392,18.2464150239164,0.0,-1.0,-1.0,0.032805398175672955,0.0413045204071324,1.0,0.0,1.0
2016-02-10,2/10/16,14.98,0.04027777777777786,14.983280230839696,18.02721412647322,0.0,-1.0,-1.0,0.05293677302671191,0.042318336520422745,0.0,-1.0,-1.0
2016-02-11,2/11/16,14.31,-0.04472630173564751,14.64664011541985,17.777796272359872,0.0,-1.0,-1.0,0.04690319761926567,0.04174384817800632,0.0,-1.0,-1.0
2016-02-12,2/12/16,15.88,0.10971348707197759,15.263320057709926,17.65047451105421,0.0,-1.0,-1.0,0.08701214206531045,0.05111551506450561,0.0,-1.0,-1.0
2016-02-16,2/16/16,16.36,0.030226700251889005,15.811660028854963,17.563908105204472,0.0,-1.0,-1.0,0.062104931776906444,0.05019684321474903,0.0,-1.0,-1.0
2016-02-17,2/17/16,17.46,0.0672371638141811,16.635830014427484,17.556938633661893,0.0,-1.0,-1.0,0.04762820095835203,0.05167688142478957,1.0,0.0,1.0
2016-02-18,2/18/16,18.43,0.05555555555555558,17.53291500721374,17.615491611216925,0.0,-1.0,-1.0,0.03374148249779047,0.051761849539407316,1.0,0.0,1.0
2016-02-19,2/19/16,18.31,-0.006511123168746691,17.92145750360687,17.6620650814926,1.0,0.0,1.0,0.044004771313400456,0.05008654099632497,1.0,0.0,1.0
2016-02-22,2/22/16,18.3,-0.0005461496450026582,18.110728751803435,17.704840794590794,1.0,0.0,1.0,0.03447149276440943,0.04839510420156876,1.0,0.0,1.0
2016-02-23,2/23/16,18.3,0.0,18.205364375901716,17.744744802304513,1.0,0.0,1.0,0.02538327686412966,0.04675644400736288,1.0,0.0,1.0
2016-02-24,2/24/16,18.0,-0.016393442622950838,18.102682187950858,17.761857676095474,1.0,0.0,1.0,0.022507385018812748,0.04545645054848037,1.0,0.0,1.0
2016-02-25,2/25/16,17.59,-0.022777777777777786,17.84634109397543,17.75033682330189,1.0,0.0,1.0,0.01917750280934489,0.04437693425033587,1.0,0.0,1.0
2016-02-26,2/26/16,17.94,0.019897669130187756,17.893170546987715,17.763050414477373,1.0,0.0,1.0,0.024816062415924132,0.043136885662931675,1.0,0.0,1.0
2016-02-29,2/29/16,18.12,0.010033444816053505,18.006585273493858,17.78697606060409,1.0,0.0,1.0,0.01807901043738759,0.041714483172038,1.0,0.0,1.0
2016-03-01,3/1/16,17.85,-0.01490066225165565,17.92829263674693,17.791200176406523,1.0,0.0,1.0,0.01829925095940341,0.040539207509431976,1.0,0.0,1.0
2016-03-02,3/2/16,18.54,0.03865546218487381,18.234146318373465,17.841384867791906,1.0,0.0,1.0,0.029265548756484242,0.04028392837984052,1.0,0.0,1.0
2016-03-03,3/3/16,19.31,0.041531823085221076,18.772073159186732,17.93980647121267,1.0,0.0,1.0,0.025491863763070846,0.04006756220156305,1.0,0.0,1.0
2016-03-04,3/4/16,19.36,0.002589331952356222,19.066036579593366,18.034978302656558,1.0,0.0,1.0,0.02437243538054248,0.03871433863868391,1.0,0.0,1.0
2016-03-07,3/7/16,19.17,-0.009814049586776785,19.118018289796684,18.11103631375837,1.0,0.0,1.0,0.023378874013062552,0.037616806062613625,1.0,0.0,1.0
2016-03-08,3/8/16,18.33,-0.04381846635367781,18.72400914489834,18.125708476881627,1.0,0.0,1.0,0.033139833783110445,0.03841253202658881,1.0,0.0,1.0
2016-03-09,3/9/16,17.66,-0.0365521003818875,18.19200457244917,18.09450387108408,1.0,0.0,1.0,0.02544325735169155,0.038370079470051464,1.0,0.0,1.0
2016-03-10,3/10/16,16.61,-0.05945639864099661,17.401002286224585,17.995039035162698,0.0,-1.0,-1.0,0.02615305642316353,0.03996451206405776,1.0,0.0,1.0
2016-03-11,3/11/16,16.81,0.012040939193256994,17.105501143112292,17.915641747859052,0.0,-1.0,-1.0,0.03896080963005493,0.03883508832493676,0.0,-1.0,-1.0
2016-03-14,3/14/16,17.12,0.018441403926234612,17.11275057155615,17.862335714899924,0.0,-1.0,-1.0,0.03468039869236714,0.037925617977038216,1.0,0.0,1.0
2016-03-15,3/15/16,16.19,-0.054322429906542014,16.651375285778073,17.750296770138608,0.0,-1.0,-1.0,0.0419418554374532,0.03897324223345685,0.0,-1.0,-1.0
2016-03-16,3/16/16,16.7,0.03150092649783809,16.675687642889038,17.679933630887003,0.0,-1.0,-1.0,0.046291056528045216,0.038807903276462476,0.0,-1.0,-1.0
2016-03-17,3/17/16,16.85,0.008982035928143839,16.76284382144452,17.624334884199055,0.0,-1.0,-1.0,0.032973983253715755,0.03761063915959009,1.0,0.0,1.0
2016-03-18,3/18/16,16.85,0.0,16.80642191072226,17.57246208349015,0.0,-1.0,-1.0,0.023578782126907387,0.03633352840555746,1.0,0.0,1.0
2016-03-21,3/21/16,16.89,0.002373887240356032,16.848210955361132,17.52674491178876,0.0,-1.0,-1.0,0.016675435162317568,0.03511396057392655,1.0,0.0,1.0
2016-03-22,3/22/16,16.86,-0.001776198934280715,16.854105477680566,17.482081575073398,0.0,-1.0,-1.0,0.012094694095696083,0.0339174309086595,1.0,0.0,1.0
2016-03-23,3/23/16,16.01,-0.050415183867141056,16.432052738840284,17.383473021606257,0.0,-1.0,-1.0,0.032284501048536106,0.035018482572751135,1.0,0.0,1.0
2016-03-24,3/24/16,15.91,-0.006246096189881367,16.17102636942014,17.284773115140716,0.0,-1.0,-1.0,0.025553650971734593,0.033826595584114334,1.0,0.0,1.0
2016-03-28,3/28/16,15.6,-0.019484600879949743,15.88551318471007,17.171921347979563,0.0,-1.0,-1.0,0.01822336823791297,0.032877130878231096,1.0,0.0,1.0
2016-03-29,3/29/16,15.97,0.023717948717948856,15.927756592355035,17.091413932011786,0.0,-1.0,-1.0,0.02836864187938215,0.03265087791909045,1.0,0.0,1.0
2016-03-30,3/30/16,16.36,0.024420788979336194,16.14387829617752,17.042422916645048,0.0,-1.0,-1.0,0.02394026554094466,0.03236288559639778,1.0,0.0,1.0
2016-03-31,3/31/16,16.55,0.011613691931540382,16.346939148088758,17.00944028643745,0.0,-1.0,-1.0,0.016978875143135265,0.031457081077668876,1.0,0.0,1.0
2016-04-01,4/1/16,15.98,-0.03444108761329312,16.163469574044377,16.940488992419365,0.0,-1.0,-1.0,0.031255143592159626,0.03153561593789553,1.0,0.0,1.0
2016-04-04,4/4/16,17.09,0.069461827284105,16.626734787022187,16.950503026086952,0.0,-1.0,-1.0,0.053934664505947506,0.03567120865615075,0.0,-1.0,-1.0
2016-04-05,4/5/16,17.05,-0.002340550029256816,16.838367393511092,16.957167114184,0.0,-1.0,-1.0,0.042774868939587395,0.03446898538771544,0.0,-1.0,-1.0
2016-04-06,4/6/16,17.26,0.012316715542522116,17.04918369675555,16.977449974845086,1.0,0.0,1.0,0.030254721018116215,0.0334157791314239,1.0,0.0,1.0
2016-04-07,4/7/16,16.98,-0.016222479721900385,17.014591848377776,16.977620766349936,1.0,0.0,1.0,0.02785017589431917,0.03260471742686699,1.0,0.0,1.0
2016-04-08,4/8/16,16.65,-0.019434628975265156,16.832295924188887,16.95567811292194,0.0,-1.0,-1.0,0.022499995863056975,0.03190696524045058,1.0,0.0,1.0
2016-04-11,4/11/16,16.51,-0.008408408408408174,16.671147962094444,16.925828739239662,0.0,-1.0,-1.0,0.015963805385519166,0.030882792599873525,1.0,0.0,1.0
2016-04-12,4/12/16,16.57,0.003634161114475898,16.620573981047222,16.901997238743817,0.0,-1.0,-1.0,0.01385284716934815,0.02985587725248507,1.0,0.0,1.0
2016-04-13,4/13/16,17.37,0.04828002414001209,16.99528699052361,16.93334131450179,1.0,0.0,1.0,0.032849324210658525,0.031432616739281535,0.0,-1.0,-1.0
2016-04-14,4/14/16,17.53,0.00921128382268277,17.262643495261806,16.973301723893854,1.0,0.0,1.0,0.024648634157942523,0.030410799553383976,1.0,0.0,1.0
2016-04-15,4/15/16,17.58,0.0028522532800911993,17.421321747630902,17.013934251480748,1.0,0.0,1.0,0.019184913937859864,0.02937478500945692,1.0,0.0,1.0
2016-04-18,4/18/16,17.31,-0.015358361774744034,17.36566087381545,17.033762600486057,1.0,0.0,1.0,0.020343842503607507,0.028750991464593426,1.0,0.0,1.0
2016-04-19,4/19/16,16.92,-0.022530329289427886,17.142830436907726,17.02614364585355,1.0,0.0,1.0,0.018715474417793348,0.0284452374379578,1.0,0.0,1.0
2016-04-20,4/20/16,17.4,0.028368794326240954,17.27141521845386,17.051181568912643,1.0,0.0,1.0,0.028448631290086575,0.028405890770907553,0.0,-1.0,-1.0
2016-04-21,4/21/16,17.51,0.006321839080460023,17.39070760922693,17.081909421030275,1.0,0.0,1.0,0.020136764544022447,0.027460884878321126,1.0,0.0,1.0
2016-04-22,4/22/16,17.23,-0.015990862364363312,17.310353804613463,17.091827252868967,1.0,0.0,1.0,0.020051761352082937,0.0269274123118994,1.0,0.0,1.0
2016-04-25,4/25/16,17.09,-0.008125362739408004,17.20017690230673,17.091704879741563,1.0,0.0,1.0,0.014354988525288822,0.026113720526356802,1.0,0.0,1.0
2016-04-26,4/26/16,17.75,0.03861907548273846,17.475088451153365,17.13579144526474,1.0,0.0,1.0,0.0293170161375812,0.027033649139215406,0.0,-1.0,-1.0
2016-04-27,4/27/16,14.86,-0.16281690140845073,16.167544225576684,16.98338040205196,0.0,-1.0,-1.0,0.11154522736331814,0.04960524412308152,0.0,-1.0,-1.0
2016-04-28,4/28/16,14.64,-0.014804845222072593,15.403772112788342,16.826443446536306,0.0,-1.0,-1.0,0.08663426709969563,0.04794536031781562,0.0,-1.0,-1.0
2016-04-29,4/29/16,14.62,-0.001366120218579292,15.011886056394172,16.678677694526115,0.0,-1.0,-1.0,0.06660690425043068,0.046348538554985684,0.0,-1.0,-1.0
2016-05-02,5/2/16,14.4,-0.015047879616962967,14.705943028197087,16.526074879982726,0.0,-1.0,-1.0,0.04733170575223128,0.044804470445549124,0.0,-1.0,-1.0
2016-05-03,5/3/16,14.01,-0.027083333333333348,14.357971514098544,16.357574086979664,0.0,-1.0,-1.0,0.033843293135802734,0.04353369586552225,1.0,0.0,1.0
2016-05-04,5/4/16,14.84,0.059243397573162104,14.598985757049272,16.25594287181152,0.0,-1.0,-1.0,0.05575038864807279,0.045573237836904534,0.0,-1.0,-1.0
2016-05-05,5/5/16,14.12,-0.04851752021563349,14.359492878524636,16.112900153005167,0.0,-1.0,-1.0,0.05674311305677789,0.04538013986936666,0.0,-1.0,-1.0
2016-05-06,5/6/16,14.4,0.019830028328611915,14.379746439262318,15.998188601984843,0.0,-1.0,-1.0,0.045495991499618124,0.044406023766212346,0.0,-1.0,-1.0
2016-05-09,5/9/16,14.2,-0.01388888888888895,14.289873219631158,15.877765615639413,0.0,-1.0,-1.0,0.0336666614428705,0.04293769967404556,1.0,0.0,1.0
2016-05-10,5/10/16,14.63,0.03028169014084514,14.459936609815578,15.794204105774128,0.0,-1.0,-1.0,0.032473578588120736,0.04253067522250966,1.0,0.0,1.0
2016-05-11,5/11/16,14.59,-0.002734107997265922,14.52496830490779,15.713560016752181,0.0,-1.0,-1.0,0.02472736348589491,0.04108369878953389,1.0,0.0,1.0
2016-05-12,5/12/16,14.08,-0.034955448937628475,14.302484152453895,15.60416267754659,0.0,-1.0,-1.0,0.02995207492470713,0.04045059814453235,1.0,0.0,1.0
2016-05-13,5/13/16,14.1,0.0014204545454545858,14.201242076226947,15.503431073068825,0.0,-1.0,-1.0,0.02347127175399979,0.03912092373419368,1.0,0.0,1.0
2016-05-16,5/16/16,14.29,0.013475177304964614,14.245621038113473,15.422169470569854,0.0,-1.0,-1.0,0.020741400694336554,0.038102004282451724,1.0,0.0,1.0
2016-05-17,5/17/16,14.34,0.0034989503149056578,14.292810519056736,15.34969835933551,0.0,-1.0,-1.0,0.01466680413385524,0.036859170787197706,1.0,0.0,1.0
2016-05-18,5/18/16,14.14,-0.013947001394700065,14.216405259528369,15.268686957206176,0.0,-1.0,-1.0,0.014849634253584206,0.035695422056902154,1.0,0.0,1.0
2016-05-19,5/19/16,14.15,0.0007072135785006761,14.183202629764185,15.193770525159104,0.0,-1.0,-1.0,0.011119814868822294,0.034505535950437226,1.0,0.0,1.0
2016-05-20,5/20/16,14.43,0.01978798586572439,14.306601314882093,15.142622261459914,0.0,-1.0,-1.0,0.01563540240442386,0.03388468954706701,1.0,0.0,1.0
2016-05-23,5/23/16,14.41,-0.001386001386001312,14.358300657441045,15.093559991645579,0.0,-1.0,-1.0,0.01268015248949003,0.03273189542334028,1.0,0.0,1.0
