Date,Close
10/5/15,28.15
10/6/15,27.62
10/7/15,29.83
10/8/15,30.32
10/9/15,30.85
10/12/15,28.75
10/13/15,29.06
10/14/15,29.38
10/15/15,29.71
10/16/15,31.15
10/19/15,30.91
10/20/15,30.91
10/21/15,29.3
10/22/15,29.15
10/23/15,30.28
10/26/15,30.89
10/27/15,31.34
10/28/15,30.87
10/29/15,29.06
10/30/15,28.46
11/2/15,29.2
11/3/15,29.13
11/4/15,29.36
11/5/15,28.66
11/6/15,28.28
11/9/15,27.09
11/10/15,27.05
11/11/15,26.5
11/12/15,26.13
11/13/15,25.18
11/16/15,25.41
11/17/15,25.23
11/18/15,25.9
11/19/15,26.32
11/20/15,26.27
11/23/15,25.2
11/24/15,25.52
11/25/15,26.06
11/27/15,25.75
11/30/15,25.4
12/1/15,25.53
12/2/15,25.4
12/3/15,25.9
12/4/15,25.02
12/7/15,24.46
12/8/15,24.99
12/9/15,24.31
12/10/15,25.91
12/11/15,24.84
12/14/15,24.92
12/15/15,23.95
12/16/15,24.3
12/17/15,23.31
12/18/15,22.99
12/21/15,22.14
12/22/15,22.56
12/23/15,22.67
12/24/15,22.97
12/28/15,22.53
12/29/15,22.47
12/30/15,22.23
12/31/15,23.14
1/4/16,22.56
1/5/16,21.92
1/6/16,21.39
1/7/16,20.26
1/8/16,19.98
1/11/16,19.65
1/12/16,19.62
1/13/16,18.68
1/14/16,19
1/15/16,17.94
1/19/16,16.69
1/20/16,17.38
1/21/16,17.83
1/22/16,17.84
1/25/16,17.02
1/26/16,17.01
1/27/16,16.78
1/28/16,16.49
1/29/16,16.8
2/1/16,17.91
2/2/16,16.08
2/3/16,16.56
2/4/16,16.91
2/5/16,15.72
2/8/16,14.9
2/9/16,14.4
2/10/16,14.98
2/11/16,14.31
2/12/16,15.88
2/16/16,16.36
2/17/16,17.46
2/18/16,18.43
2/19/16,18.31
2/22/16,18.3
2/23/16,18.3
2/24/16,18
2/25/16,17.59
2/26/16,17.94
2/29/16,18.12
3/1/16,17.85
3/2/16,18.54
3/3/16,19.31
3/4/16,19.36
3/7/16,19.17
3/8/16,18.33
3/9/16,17.66
3/10/16,16.61
3/11/16,16.81
3/14/16,17.12
3/15/16,16.19
3/16/16,16.7
3/17/16,16.85
3/18/16,16.85
3/21/16,16.89
3/22/16,16.86
3/23/16,16.01
3/24/16,15.91
3/28/16,15.6
3/29/16,15.97
3/30/16,16.36
3/31/16,16.55
4/1/16,15.98
4/4/16,17.09
4/5/16,17.05
4/6/16,17.26
4/7/16,16.98
4/8/16,16.65
4/11/16,16.51
4/12/16,16.57
4/13/16,17.37
4/14/16,17.53
4/15/16,17.58
4/18/16,17.31
4/19/16,16.92
4/20/16,17.4
4/21/16,17.51
4/22/16,17.23
4/25/16,17.09
4/26/16,17.75
4/27/16,14.86
4/28/16,14.64
4/29/16,14.62
5/2/16,14.4
5/3/16,14.01
5/4/16,14.84
5/5/16,14.12
5/6/16,14.4
5/9/16,14.2
5/10/16,14.63
5/11/16,14.59
5/12/16,14.08
5/13/16,14.1
5/16/16,14.29
5/17/16,14.34
5/18/16,14.14
5/19/16,14.15
5/20/16,14.43
5/23/16,14.41
5/24/16,14.03
5/25/16,14.41
5/26/16,14.3
5/27/16,15.1
5/31/16,15.22
6/1/16,15.02
6/2/16,15.2
6/3/16,15.2
6/6/16,15.27
6/7/16,15
6/8/16,14.95
6/9/16,14.6
6/10/16,14.02
6/13/16,14.55
6/14/16,15.36
6/15/16,15.96
6/16/16,15.87
6/17/16,16.1
6/20/16,16.34
6/21/16,16.32
6/22/16,16.13
6/23/16,17.04
6/24/16,16.44
6/27/16,15.84
6/28/16,16.42
6/29/16,16.83
6/30/16,16.91
7/1/16,17.28
7/5/16,17.14
7/6/16,17.2
7/7/16,17.37
7/8/16,18.08
7/11/16,17.71
7/12/16,18.1
7/13/16,17.74
7/14/16,17.96
7/15/16,18.08
7/18/16,18.65
7/19/16,18.33
7/20/16,18.56
7/21/16,18.39
7/22/16,18.37
7/25/16,18.65
7/26/16,18.45
7/27/16,15.77
7/28/16,16.31
7/29/16,16.64
8/1/16,16.64
8/2/16,16.42
8/3/16,17.61
8/4/16,18.13
8/5/16,18.26
8/8/16,18.2
8/9/16,18.68
8/10/16,19.04
8/11/16,19.78
8/12/16,19.54
8/15/16,20.86
8/16/16,20.4
8/17/16,20.17
8/18/16,19
8/19/16,18.98
8/22/16,18.55
8/23/16,18.69
8/24/16,18.25
8/25/16,18.32
8/26/16,18.3
8/29/16,18.47
8/30/16,18.38
8/31/16,19.21
9/1/16,19.5
9/2/16,19.55
9/6/16,19.93
9/7/16,19.87
9/8/16,18.7
9/9/16,18.11
9/12/16,18.15
9/13/16,17.76
9/14/16,18.08
9/15/16,18.3
9/16/16,19.11
9/19/16,18.36
9/20/16,18.39
9/21/16,18.49
9/22/16,18.63
9/23/16,22.62
9/26/16,23.37
9/27/16,23.72
9/28/16,22.96
9/29/16,23.01
9/30/16,23.05
10/3/16,24
10/4/16,23.52
10/5/16,24.87
10/6/16,19.87
10/7/16,19.85
10/10/16,17.56
10/11/16,18
10/12/16,18.05
10/13/16,17.79
10/14/16,16.88
10/17/16,16.73
10/18/16,16.83
10/19/16,17.07
10/20/16,16.9
10/21/16,18.09
10/24/16,18.03
10/25/16,17.26
10/26/16,17.29
10/27/16,17.4
10/28/16,17.66
10/31/16,17.95
11/1/16,17.49
11/2/16,17.61
11/3/16,17.58
11/4/16,18.02
11/7/16,18.41
11/8/16,18.38
11/9/16,19.13
11/10/16,18.37
11/11/16,18.55
11/14/16,19.14
11/15/16,18.98
11/16/16,18.63
11/17/16,18.55
11/18/16,18.73
11/21/16,18.6
11/22/16,18.63
11/23/16,18.22
11/25/16,18.06
11/28/16,18.3
11/29/16,18.19
11/30/16,18.49
12/1/16,18.03
12/2/16,17.93
12/5/16,18.23
12/6/16,18.23
12/7/16,19.48
12/8/16,19.64
12/9/16,19.65
12/12/16,18.93
12/13/16,19.37
12/14/16,18.93
12/15/16,18.79
12/16/16,18.63
12/19/16,18.24
12/20/16,17.92
12/21/16,17.08
12/22/16,16.41
12/23/16,16.5
12/27/16,16.61
12/28/16,16.39
12/29/16,16.39
12/30/16,16.3
1/3/17,16.44
1/4/17,16.86
1/5/17,17.09
1/6/17,17.17
1/9/17,17.5
1/10/17,17.37
1/11/17,17.3
1/12/17,17.38
1/13/17,17.25
1/17/17,16.96
1/18/17,17.11
1/19/17,16.79
1/20/17,16.58
1/23/17,16.61
1/24/17,16.52
1/25/17,16.73
1/26/17,16.81
1/27/17,16.57
1/30/17,16.94
1/31/17,17.62
2/1/17,17.24
2/2/17,17.78
2/3/17,17.61
2/6/17,17.93
2/7/17,18.26
2/8/17,18.72
2/9/17,16.41
2/10/17,15.58
2/13/17,15.81
2/14/17,16.52
2/15/17,16.74
2/16/17,16.35
2/17/17,16.62
2/21/17,16.42
2/22/17,16.08
2/23/17,16.03
2/24/17,15.98
2/27/17,16.06
2/28/17,15.77
3/1/17,15.79
3/2/17,15.79
3/3/17,15.75
3/6/17,15.56
3/7/17,15.18
3/8/17,15.24
3/9/17,15.22
3/10/17,15.12
3/13/17,15.21
3/14/17,15.32
3/15/17,15.03
3/16/17,15.19
3/17/17,15.08
3/20/17,15.09
3/21/17,14.54
3/22/17,14.98
3/23/17,14.93
3/24/17,15.14
3/27/17,14.99
3/28/17,14.94
3/29/17,15.04
3/30/17,14.92
3/31/17,14.95
4/3/17,14.84
4/4/17,14.69
4/5/17,14.53
4/6/17,14.39
4/7/17,14.29
4/10/17,14.36
4/11/17,14.31
4/12/17,14.42
4/13/17,14.3
4/17/17,14.4
4/18/17,14.44
4/19/17,14.54
4/20/17,14.65
4/21/17,14.63
4/24/17,14.71
4/25/17,14.66
4/26/17,15.82
4/27/17,16.61
4/28/17,16.48
5/1/17,17.54
5/2/17,18.24
5/3/17,18.57
5/4/17,18.48
5/5/17,18.69
5/8/17,18.31
5/9/17,18.37
5/10/17,18.54
5/11/17,18.39
5/12/17,18.61
5/15/17,19.23
5/16/17,19.49
5/17/17,18.28
5/18/17,18.51
5/19/17,18.35
5/22/17,18.43
5/23/17,18.15
5/24/17,17.98
5/25/17,17.95
5/26/17,18.23
5/30/17,18.43
5/31/17,18.32
6/1/17,18.53
6/2/17,18.31
6/5/17,18.23
6/6/17,17.57
6/7/17,17.44
6/8/17,17.59
6/9/17,16.9
6/12/17,17.04
6/13/17,16.97
6/14/17,16.76
6/15/17,16.83
6/16/17,16.67
6/19/17,17.06
6/20/17,16.91
6/21/17,17.78
6/22/17,18.15
6/23/17,18.5
6/26/17,18.29
6/27/17,18.12
6/28/17,17.95
6/29/17,17.65
6/30/17,17.87
7/3/17,17.65
7/5/17,17.82
7/6/17,17.92
7/7/17,18.02
7/10/17,18.08
7/11/17,18.64
7/12/17,19.25
7/13/17,19.32
7/14/17,19.64
7/17/17,19.94
7/18/17,19.98
7/19/17,20.12
7/20/17,20.53
7/21/17,20.11
7/24/17,20
7/25/17,19.97
7/26/17,19.61
7/27/17,16.84
7/28/17,16.75
7/31/17,16.09
8/1/17,16.21
8/2/17,16.07
8/3/17,16.18
8/4/17,16.29
8/7/17,16.4
8/8/17,16.15
8/9/17,16.14
8/10/17,15.75
8/11/17,15.92
8/14/17,16.09
8/15/17,15.95
8/16/17,16.16
8/17/17,15.87
8/18/17,15.99
8/21/17,16.11
8/22/17,16.63
8/23/17,16.96
8/24/17,16.89
8/25/17,16.65
8/28/17,16.77
8/29/17,16.93
8/30/17,16.93
8/31/17,16.91
9/1/17,16.86
9/5/17,16.65
9/6/17,16.83
9/7/17,17.22
9/8/17,17.45
