Date,polarity,nlp_signal
7/9/20,0.345454545,1
7/10/20,1,1
7/13/20,0,0
7/14/20,0.166666667,1
7/15/20,0,0
7/16/20,0.35,1
7/17/20,-0.291666667,-1
7/20/20,0,0
7/21/20,0,0
7/22/20,0.142424242,1
7/23/20,0.5,1
7/24/20,0,0
7/27/20,-0.018181818,-1
7/28/20,0.142424242,1
7/29/20,0,0
7/30/20,0,0
7/31/20,0,0
8/3/20,0,0
8/4/20,0.5,1
8/5/20,0,0
8/6/20,-0.25,-1
8/7/20,0.033333333,1
8/10/20,-0.25,-1
8/11/20,0.3,1
8/12/20,0,0
8/13/20,0,0
8/14/20,0.625,1
8/17/20,0,0
8/18/20,0.4,1
8/19/20,-0.083333333,-1
8/20/20,0,0
8/21/20,0,0
8/24/20,0.5,1
8/25/20,-0.25,-1
8/26/20,0.2,1
8/27/20,0.25,1
8/28/20,0.5,1
8/31/20,0.3,1
9/1/20,0,0
9/2/20,0,0
9/3/20,0,0
9/4/20,0,0
9/8/20,0,0
9/9/20,-0.1,-1
9/10/20,0.3,1
9/11/20,0,0
9/14/20,0,0
9/15/20,0,0
9/16/20,0,0
9/17/20,0,0
9/18/20,0,0
9/21/20,0,0
9/22/20,0,0
9/23/20,0,0
9/24/20,0,0
9/25/20,0.1,1
9/28/20,0,0
9/29/20,0,0
9/30/20,-0.4,-1
10/1/20,0,0
10/2/20,0,0
10/5/20,0,0
