,trend_kst,trend_kst_sig,trend_kst_diff,Zero,converted,side,signal,entry/exit
165,-80.4003386528145,-115.50342453908928,35.10308588627478,0,1,,1.0,0.0
166,-71.51187291924151,-108.03971657884495,36.52784365960348,0,1,,1.0,0.0
167,-60.017564127090566,-99.76259777552923,39.74503364843867,0,1,,1.0,0.0
168,-50.74528096933008,-91.05795187349216,40.312670904162076,0,1,,1.0,0.0
169,-42.00140986315881,-81.57814718980617,39.57673732664736,0,1,,1.0,0.0
170,-33.137889804985164,-71.69709593716145,38.55920613217629,0,1,,1.0,0.0
171,-26.3696530548495,-61.96996040093243,35.600307346082914,0,1,,1.0,0.0
172,-23.276409127049323,-53.16167436551665,29.885265238467326,0,1,,1.0,0.0
173,-21.75540145170628,-45.4684244411361,23.71302298942982,0,1,,1.0,0.0
174,-16.724661521254564,-38.393349204296115,21.668687683041547,0,1,,1.0,0.0
175,-5.329209004488573,-31.039719880434674,25.710510875946106,0,1,,1.0,0.0
176,4.889879502815687,-23.827781699333983,28.71766120214967,0,1,,1.0,0.0
177,16.159029215748347,-16.393969456547488,32.55299867229584,0,1,,1.0,0.0
178,25.773273275748238,-8.863449107780037,34.63672238352828,0,1,,1.0,0.0
179,36.18280078162272,-1.1611501537124955,37.343950935335215,0,1,,1.0,0.0
180,46.5064019738703,6.936189293923039,39.57021267994727,0,1,,1.0,0.0
181,63.12060519534597,16.535857551966966,46.58474764337902,0,1,,1.0,0.0
182,79.46287847153212,27.782333098993448,51.680545372538674,0,1,,1.0,0.0
183,88.13095520578392,39.43295717977552,48.697998026008406,0,1,,1.0,0.0
184,96.6588380030377,50.764962402833994,45.893875600203714,0,1,,1.0,0.0
185,105.40495588924306,61.933304223548134,43.47165166569491,0,1,,1.0,0.0
186,112.1525912096181,72.59925555620033,39.55333565341776,0,1,,1.0,0.0
187,121.4254416363171,83.22727426293021,38.198167373386894,0,1,,1.0,0.0
188,127.9708058390161,93.42594149152949,34.54486434748662,0,1,,1.0,0.0
189,132.38929308079446,102.96848494785436,29.420808132940078,0,1,,1.0,0.0
190,135.66012372717026,111.0284314513904,24.63169227577985,0,1,,1.0,0.0
191,141.579337953533,117.93026028272381,23.64907767080919,0,1,,1.0,0.0
192,147.02009916810937,124.47349850075994,22.54660066734941,0,1,,1.0,0.0
193,156.52273981459996,131.12504314648908,25.397696668110854,0,1,,1.0,0.0
194,159.2005467245595,137.10233101707982,22.09821570747968,0,1,,1.0,0.0
195,161.71068346403396,142.60878571201494,19.101897752019028,0,1,,1.0,0.0
196,161.18090191412526,147.02605907621583,14.154842837909401,0,1,,1.0,0.0
197,161.50808921623013,150.7524238959063,10.755665320323827,0,1,,1.0,0.0
198,163.3293519601117,154.19020821583044,9.139143744281226,0,1,,1.0,0.0
199,165.8632996031398,157.54611664649372,8.317182956646093,0,1,,1.0,0.0
200,166.6214399355758,160.3285724222763,6.292867513299542,0,1,,1.0,0.0
201,161.9659322095029,161.98922053798663,-0.02328832848374418,0,-1,,0.0,-1.0
202,160.35459303971217,162.4149820074436,-2.0603889677313987,0,-1,,0.0,0.0
203,158.25884140137364,162.31034808264516,-4.0515066812715474,0,-1,,0.0,0.0
204,142.65418308264216,160.19295915137943,-17.538776068737235,0,-1,,0.0,0.0
205,127.12467205734859,156.40893361173755,-29.284261554388948,0,-1,,0.0,0.0
206,112.66829993320991,150.9822903580686,-38.31399042485873,0,-1,,0.0,0.0
207,95.57358000380638,143.45387125181253,-47.88029124800615,0,-1,,0.0,0.0
208,78.75572328813305,133.77525166125622,-55.019528373123165,0,-1,,0.0,0.0
209,68.99010825238744,122.92732591867973,-53.9372176662923,0,-1,,0.0,0.0
210,61.79300684210839,111.79700087785812,-50.003994035749734,0,-1,,0.0,0.0
211,54.85877704257465,100.07524354484285,-45.21646650226821,0,-1,,0.0,0.0
212,45.61788961168274,87.55958223487721,-41.94169262319445,0,-1,,0.0,0.0
213,39.85795609498375,76.13777923624848,-36.27982314126474,0,-1,,0.0,0.0
214,46.53411810196019,67.18327324120533,-20.649155139245142,0,-1,,0.0,0.0
215,54.817740194621955,60.75543327025111,-5.937693075629162,0,-1,,0.0,0.0
216,60.38690602924429,56.8458028286331,3.5411032006111967,0,1,,1.0,1.0
217,68.96334428794479,55.75776071750108,13.205583570443725,0,1,,1.0,0.0
218,78.971685377028,56.86682484246113,22.104860534566864,0,1,,1.0,0.0
219,92.44413150124906,60.272505360143434,32.17162614110564,0,1,,1.0,0.0
220,97.77476691783986,65.04094867961734,32.7338182382225,0,1,,1.0,0.0
221,101.57343876667083,71.25823191906049,30.31520684761037,0,1,,1.0,0.0
222,104.16479057198386,78.40343574983827,25.761354822145577,0,1,,1.0,0.0
223,106.59612036560249,85.07699155690963,21.51912880869285,0,1,,1.0,0.0
224,105.49544117863256,90.7078472217997,14.787593956832865,0,1,,1.0,0.0
225,99.21277740045929,95.02183292971249,4.190944470746814,0,1,,1.0,0.0
226,94.5908569549114,97.86933433715322,-3.2784773822418174,0,-1,,0.0,-1.0
227,85.46791014857119,98.59113708954688,-13.123226940975714,0,-1,,0.0,0.0
228,75.10352388594805,96.66440291006901,-21.56087902412095,0,-1,,0.0,0.0
229,64.57448657512647,92.97548287198973,-28.40099629686325,0,-1,,0.0,0.0
230,58.983303320726364,88.24324560021813,-29.259942279491753,0,-1,,0.0,0.0
231,54.775732660072535,82.75557249889465,-27.979839838822087,0,-1,,0.0,0.0
232,51.45805135192146,76.62912038626341,-25.171069034341954,0,-1,,0.0,0.0
233,47.30085281641777,70.16305501268397,-22.862202196266214,0,-1,,0.0,0.0
234,40.87424976284057,63.68099638628191,-22.806746623441327,0,-1,,0.0,0.0
235,34.561905807425184,57.01111292545011,-22.449207118024926,0,-1,,0.0,0.0
236,30.16168507985707,50.865976806704104,-20.704291726847032,0,-1,,0.0,0.0
237,22.547037929218803,45.0263672559564,-22.4793293267376,0,-1,,0.0,0.0
238,17.87635050462687,39.83768547034534,-21.96133496571847,0,-1,,0.0,0.0
239,12.525966319007713,34.67575913682104,-22.14979281781333,0,-1,,0.0,0.0
240,12.02201449815372,29.925346007718954,-17.903331509565234,0,-1,,0.0,0.0
241,7.890539383152556,25.084511344522408,-17.19397196136985,0,-1,,0.0,0.0
242,4.604282614865837,20.340447988794416,-15.73616537392858,0,-1,,0.0,0.0
243,1.3415773880628423,15.947928836041331,-14.60635144797849,0,-1,,0.0,0.0
244,1.563556141898245,12.28144553987167,-10.717889397973426,0,-1,,0.0,0.0
245,20.09892387141699,11.163360961156108,8.935562910260881,0,1,,1.0,1.0
246,41.798973159486415,13.302464875630285,28.49650828385613,0,1,,1.0,0.0
247,65.00584424221157,18.539075290917477,46.4667689512941,0,1,,1.0,0.0
248,83.81244206044353,26.459794817743678,57.35264724269986,0,1,,1.0,0.0
249,98.93072293448826,36.1163179773364,62.81440495715186,0,1,,1.0,0.0
250,113.81465073867662,47.88566368350575,65.92898705517088,0,1,,1.0,0.0
251,136.3177370237247,62.52049195115673,73.79724507256797,0,1,,1.0,0.0
252,157.46557234507725,79.86760250193609,77.59796984314113,0,1,,1.0,0.0
253,182.99371636669238,100.02650919357988,82.96720717311244,0,1,,1.0,0.0
254,188.5910603580222,118.7478576920916,69.8432026659306,0,1,,1.0,0.0
255,179.07713568777007,134.00098686190088,45.076148825869204,0,1,,1.0,0.0
256,158.42456856366007,144.3808451198396,14.043723443820513,0,1,,1.0,0.0
257,139.35089282526886,150.55178409370907,-11.200891268440218,0,-1,,0.0,-1.0
258,123.19428585498068,153.24773552931939,-30.053449674338665,0,-1,,0.0,0.0
259,104.67310667648763,152.23200841129838,-47.55890173481072,0,-1,,0.0,0.0
260,73.02985136242793,145.20002111559867,-72.17016975317077,0,-1,,0.0,0.0
261,36.234530121362575,131.72990531296378,-95.49537519160116,0,-1,,0.0,0.0
262,2.5519081010997064,111.68081550567568,-109.12890740457595,0,-1,,0.0,0.0
263,-33.63382175315557,86.98916193776705,-120.62298369092258,0,-1,,0.0,0.0
264,-53.80514777910261,61.11335266367007,-114.9185004427727,0,-1,,0.0,0.0
265,-73.14937090941262,35.382914944439776,-108.5322858538524,0,-1,,0.0,0.0
266,-87.60824255494936,10.165233235526637,-97.773475790476,0,-1,,0.0,0.0
267,-106.97800445305296,-15.409465687588213,-91.56853876546477,0,-1,,0.0,0.0
268,-128.22181279718868,-41.28667896244114,-86.93513383474755,0,-1,,0.0,0.0
269,-137.91359941214017,-64.72484015961537,-73.18875925252479,0,-1,,0.0,0.0
270,-139.6709640035103,-84.26989506237902,-55.401068941131285,0,-1,,0.0,0.0
271,-134.20214677188923,-99.46479004826669,-34.73735672362254,0,-1,,0.0,0.0
272,-131.49577221540477,-110.33834009962773,-21.157432115777056,0,-1,,0.0,0.0
273,-130.64395254068165,-118.87598507313652,-11.767967467545136,0,-1,,0.0,0.0
274,-123.87562734761164,-124.51223578849195,0.636608440880309,0,1,,1.0,1.0
275,-115.97108046604308,-127.66366222305791,11.69258175701485,0,1,,1.0,0.0
276,-102.55063214940536,-127.17173196709707,24.621099817691718,0,1,,1.0,0.0
277,-87.37741560942287,-122.63346561290086,35.256050003477995,0,1,,1.0,0.0
278,-68.86988569900454,-114.9619418669969,46.092056167992354,0,1,,1.0,0.0
279,-58.38561672250925,-105.93023661355231,47.544619891043084,0,1,,1.0,0.0
280,-50.822052185373956,-96.66578165949508,45.84372947412111,0,1,,1.0,0.0
281,-43.44085994362688,-86.8819025181864,43.44104257455954,0,1,,1.0,0.0
282,-33.29426167452798,-76.06527019972489,42.771008525196905,0,1,,1.0,0.0
283,-25.020244332362928,-65.08133875358615,40.061094421223224,0,1,,1.0,0.0
284,-17.386494670047302,-54.1274958873644,36.74100121731711,0,1,,1.0,0.0
285,-12.746870959983836,-44.149300199650895,31.402429239667054,0,1,,1.0,0.0
286,-12.467460645171313,-35.82597187028961,23.35851122511829,0,1,,1.0,0.0
287,-9.532405288017532,-29.232918491291045,19.700513203273516,0,1,,1.0,0.0
288,-11.454159096186538,-24.018312088366297,12.56415299217976,0,1,,1.0,0.0
289,-11.306432936875147,-19.62768772742199,8.32125479054684,0,1,,1.0,0.0
290,-6.357562140666477,-15.507321304870837,9.149759164204358,0,1,,1.0,0.0
291,-4.920762675960294,-12.354710305029984,7.433947629069692,0,1,,1.0,0.0
292,-1.3877739221529517,-9.728880259451099,8.341106337298148,0,1,,1.0,0.0
293,-1.067225024853638,-7.915628076651803,6.848403051798166,0,1,,1.0,0.0
294,0.9167954763225044,-6.397442917062211,7.3142383933847155,0,1,,1.0,0.0
295,3.3997467740066094,-4.6344198704868855,8.034166644493496,0,1,,1.0,0.0
296,5.876559093798102,-2.9223127169518155,8.798871810749919,0,1,,1.0,0.0
297,13.411556251256444,-0.15945545612481754,13.57101170738126,0,1,,1.0,0.0
298,24.55948004423965,3.825645986221272,20.733834058018378,0,1,,1.0,0.0
299,32.42076738792919,8.134349267176344,24.286418120752845,0,1,,1.0,0.0
300,35.752278561650584,12.653576071355332,23.09870249029525,0,1,,1.0,0.0
301,38.45389144266274,17.080427778557073,21.373463664105675,0,1,,1.0,0.0
302,38.62030484215924,21.49015331933628,17.130151522822956,0,1,,1.0,0.0
303,42.21745619338832,26.079115621232482,16.13834057215583,0,1,,1.0,0.0
304,44.77247326965532,30.67608523186012,14.096388037795204,0,1,,1.0,0.0
305,42.27218042256462,34.72004315727862,7.552137265285999,0,1,,1.0,0.0
306,39.11470505180079,37.57594857956132,1.53875647223947,0,1,,1.0,0.0
307,26.566665515717645,37.79896918750333,-11.23230367178568,0,-1,,0.0,-1.0
308,12.190079388589384,35.551114965354465,-23.36103557676507,0,-1,,0.0,0.0
309,-2.0959928633066727,31.345751473692538,-33.441744336999214,0,-1,,0.0,0.0
310,-12.036952847551515,25.735657663668732,-37.77261051122025,0,-1,,0.0,0.0
311,-24.527120642401187,18.719277054273128,-43.24639769667431,0,-1,,0.0,0.0
312,-39.99845219082964,9.584176122693355,-49.582628313522996,0,-1,,0.0,0.0
313,-55.867811537002154,-1.5980777447130283,-54.26973379228912,0,-1,,0.0,0.0
314,-70.43606995530583,-14.121216675587522,-56.314853279718314,0,-1,,0.0,0.0
315,-79.3693517328974,-27.286111873887318,-52.08323985901009,0,-1,,0.0,0.0
316,-86.77345323001518,-39.879458401190966,-46.89399482882421,0,-1,,0.0,0.0
317,-91.16994140885416,-51.36390515646247,-39.806036252391685,0,-1,,0.0,0.0
318,-91.56642290146164,-61.3050640495908,-30.261358851870842,0,-1,,0.0,0.0
319,-92.69475422421084,-70.26704198033072,-22.427712243880123,0,-1,,0.0,0.0
320,-91.90265963802437,-77.7532129798444,-14.149446658179938,0,-1,,0.0,0.0
321,-88.93533050578117,-83.1906439037279,-5.744686602053263,0,-1,,0.0,0.0
322,-82.85472566329462,-86.18918991776043,3.3344642544657863,0,1,,1.0,1.0
323,-74.88728064635161,-86.68376888343218,11.796488237080553,0,1,,1.0,0.0
324,-67.7572659107271,-85.39353712541326,17.63627121468616,0,1,,1.0,0.0
325,-64.08636567502258,-82.87274961930297,18.786383944280384,0,1,,1.0,0.0
326,-60.285072425631974,-79.44109751005605,19.156025084424087,0,1,,1.0,0.0
327,-56.09390293289571,-75.49970640243762,19.405803469541915,0,1,,1.0,0.0
328,-53.106312389444284,-71.10099064301909,17.994678253574826,0,1,,1.0,0.0
329,-49.32692905910528,-66.37035391202811,17.04342485292281,0,1,,1.0,0.0
330,-46.43380788323519,-61.64796250952299,15.214154626287801,0,1,,1.0,0.0
331,-45.788078073550786,-57.52944611066256,11.74136803711177,0,1,,1.0,0.0
332,-44.00380787145013,-54.0979491356735,10.094141264223381,0,1,,1.0,0.0
333,-39.808193049169674,-50.99249659550046,11.184303546330797,0,1,,1.0,0.0
334,-38.09211860279538,-48.10424692080854,10.012128318013167,0,1,,1.0,0.0
335,-32.31622715632764,-44.9965974464414,12.680370290113773,0,1,,1.0,0.0
336,-27.481473696213808,-41.817438642365644,14.335964946151822,0,1,,1.0,0.0
